name,genre,year_of_release,publisher,sales,critic_score,user_score,developer,rating,platform,min_age
Tom Clancy's Rainbow Six: Lockdown,Shooter,2005,Ubisoft,0.41,74,6.6,Ubisoft,M,XB,17
Castlevania: The Dracula X Chronicles,Platform,2007,Konami Digital Entertainment,0.41,80,7.8,Konami,T,PSP,13
Tom Clancy's HAWX 2,Action,2010,Ubisoft,0.41,70,6.8,Ubisoft,T,PS3,13
LEGO Dimensions,Action,2015,Warner Bros. Interactive Entertainment,0.41,80,6.9,Traveller's Tales,E10+,XOne,10
NHL 15,Sports,2014,Electronic Arts,0.41,59,3.2,EA,E10+,XOne,10
Medal of Honor Heroes 2,Shooter,2007,Electronic Arts,0.41,73,7.6,EA,T,Wii,13
Mortal Kombat: Deadly Alliance,Fighting,2002,Midway Games,0.41,81,8.7,Midway,M,GC,17
Disney's Tarzan Untamed,Platform,2001,Ubisoft,0.41,59,7.1,Ubisoft,E,PS2,0
Knockout Kings 2001,Fighting,2000,Electronic Arts,0.41,84,8.5,EA,T,PS,13
From Russia With Love,Action,2005,Electronic Arts,0.41,69,7.6,EA,T,PS2,13
Beowulf: The Game,Action,2007,Ubisoft,0.4,51,4.7,Ubisoft,M,X360,17
NBA Jam,Sports,2010,Electronic Arts,0.4,79,8.5,EA,E,Wii,0
Metal Gear Solid: The Legacy Collection,Adventure,2013,Konami Digital Entertainment,0.4,93,9,Konami,M,PS3,17
Gauntlet: Seven Sorrows,Role-Playing,2005,Midway Games,0.4,59,5.7,Midway,T,PS2,13
Harry Potter: Quidditch World Cup,Sports,2003,Electronic Arts,0.4,68,8.5,EA,E,GC,0
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.4,67,7,Traveller's Tales,T,PS2,13
FIFA 14,Sports,2013,Electronic Arts,0.4,87,4.6,EA,E,PC,0
Marvel: Ultimate Alliance,Role-Playing,2006,Activision,0.4,73,7.3,Vicarious Visions,T,Wii,13
FIFA Soccer 13,Action,2012,Electronic Arts,0.4,86,6.6,EA,E,PC,0
The Urbz: Sims in the City,Simulation,2004,Electronic Arts,0.4,73,8.4,Maxis,T,GC,13
WWE SmackDown! vs. RAW 2006,Fighting,2005,Other,0.4,81,8.5,Yuke's,T,PSP,13
NBA Live 2002,Sports,2001,Electronic Arts,0.4,76,7.5,EA,E,XB,0
Spore Hero,Simulation,2009,Electronic Arts,0.4,61,7.1,Maxis,E10+,Wii,10
Castlevania: Portrait of Ruin,Platform,2006,Konami Digital Entertainment,0.4,85,8.3,Konami,T,DS,13
Rumble Roses,Fighting,2004,Konami Digital Entertainment,0.39,66,8.5,Yuke's,M,PS2,17
LEGO The Lord of the Rings,Action,2012,Warner Bros. Interactive Entertainment,0.39,61,7.6,TT Games,E10+,3DS,10
Legends of WrestleMania,Fighting,2009,Other,0.39,71,6.3,Yuke's,T,X360,13
Harry Potter and the Deathly Hallows - Part 1,Action,2010,Electronic Arts,0.39,38,2.8,EA,T,PS3,13
NBA Jam,Sports,2010,Electronic Arts,0.39,71,5.7,EA,E,PS3,0
NBA Jam,Sports,2010,Electronic Arts,0.39,75,7,EA,E,X360,0
Madden NFL Football,Sports,2011,Electronic Arts,0.39,49,5.3,EA,E,3DS,0
Donkey Konga 2,Misc,2004,Nintendo,0.39,69,6,Namco,T,GC,13
SSX 3,Sports,2003,Electronic Arts,0.39,92,8.7,EA,E,XB,0
Combat of Giants: Dinosaurs 3D,Strategy,2011,Ubisoft,0.39,44,5.3,Ubisoft,E10+,3DS,10
Skylanders SWAP Force,Platform,2013,Activision,0.39,79,5.2,Vicarious Visions,E10+,PS4,10
Monopoly Streets,Misc,2010,Electronic Arts,0.39,64,6.1,EA,E,PS3,0
Chessmaster,Misc,2003,Ubisoft,0.39,79,7.3,Ubisoft,E,PS2,0
The Sims 2,Simulation,2005,Electronic Arts,0.39,58,7.5,Maxis,E10+,GBA,10
Auto Modellista,Racing,2002,Capcom,0.39,66,7.5,Capcom,E,PS2,0
Just Dance 2015,Misc,2014,Ubisoft,0.39,72,5.8,Ubisoft,E10+,PS4,10
Samurai Warriors Chronicles,Action,2011,Tecmo Koei,0.39,61,7.7,Omega Force,T,3DS,13
EA Sports Active 2,Sports,2010,Electronic Arts,0.39,68,5.4,EA,E,X360,0
ESPN College Hoops 2K5,Sports,2004,Other,0.38,86,8.3,Visual Concepts,E,XB,0
NCAA Football 08,Sports,2007,Electronic Arts,0.38,77,7.9,EA,E,PS3,0
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.38,54,5.7,EA,T,GC,13
Battlefield 1,Shooter,2016,Electronic Arts,0.38,88,7.6,EA,M,PC,17
SSX 3,Sports,2003,Electronic Arts,0.38,92,8.7,EA,E,GC,0
Ghost Trick: Phantom Detective,Adventure,2010,Capcom,0.38,83,9,Capcom,T,DS,13
The Dog Island,Adventure,2007,Ubisoft,0.38,70,8.1,Yuke's,E,Wii,0
Dance Dance Revolution Ultramix 3,Simulation,2005,Konami Digital Entertainment,0.38,75,8.6,Konami,E10+,XB,10
Pro Evolution Soccer 2011 3D,Sports,2011,Konami Digital Entertainment,0.38,73,6.7,Konami,E,3DS,0
Just Dance 2014,Misc,2013,Ubisoft,0.38,77,7.1,Ubisoft,E10+,PS3,10
Wii Sports Club,Sports,2014,Nintendo,0.38,68,7,Nintendo,E10+,WiiU,10
Harry Potter and the Prisoner of Azkaban,Action,2004,Electronic Arts,0.38,67,7.3,EA,E,GC,0
Skylanders Giants,Action,2012,Activision,0.37,80,6.9,Vicarious Visions,E10+,WiiU,10
GRID 2,Racing,2013,Codemasters,0.37,82,6.6,Codemasters,E,PS3,0
NBA 2K7,Sports,2006,Take-Two Interactive,0.37,80,7.4,Visual Concepts,E,PS3,0
Just Dance 4,Misc,2012,Ubisoft,0.37,66,7.8,Ubisoft,E10+,WiiU,10
Trivial Pursuit,Misc,2009,Electronic Arts,0.37,66,6.4,EA,E,X360,0
EA Sports MMA,Fighting,2010,Electronic Arts,0.37,77,6.9,EA,T,PS3,13
Tiger Woods PGA Tour 14,Sports,2013,Electronic Arts,0.37,74,3.8,EA,E,PS3,0
Skate,Sports,2007,Electronic Arts,0.37,85,8.2,EA,T,PS3,13
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.37,65,7.4,Ubisoft,T,PSP,13
DiRT 2,Racing,2009,Codemasters,0.37,51,5.5,Codemasters,E10+,Wii,10
Pac-Man World 2,Action,2002,Nintendo,0.37,74,8.3,Namco,E,GC,0
DiRT Rally,Racing,2016,Codemasters,0.37,85,8.1,Codemasters,E,PS4,0
NFL Street 2 Unleashed,Sports,2005,Electronic Arts,0.37,73,7.4,EA,E,PSP,0
FIFA Street 2,Sports,2006,Electronic Arts,0.37,59,7.7,EA,E,PS2,0
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.37,52,7.6,EA,E10+,PSP,10
Marvel: Ultimate Alliance,Role-Playing,2006,Activision,0.37,81,7.5,Vicarious Visions,T,PSP,13
The Sims 2: Castaway,Simulation,2007,Electronic Arts,0.37,71,8,EA,T,PS2,13
NCAA Football 07,Sports,2006,Electronic Arts,0.37,75,7.9,EA,E,PSP,0
GoldenEye: Rogue Agent,Shooter,2004,Electronic Arts,0.36,60,6.7,EA,T,GC,13
Castlevania: Order of Ecclesia,Platform,2008,Konami Digital Entertainment,0.36,85,8.7,Konami,T,DS,13
Tom Clancy's HAWX 2,Action,2010,Ubisoft,0.36,68,6.3,Ubisoft,T,X360,13
NBA 2K6,Action,2005,Take-Two Interactive,0.36,84,8.7,Visual Concepts,E,XB,0
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.36,63,7.1,Traveller's Tales,T,Wii,13
Just Dance 2016,Misc,2015,Ubisoft,0.36,73,6.8,Ubisoft,E10+,PS4,10
ESPN NFL Football,Sports,2003,Other,0.36,91,8.9,Visual Concepts,E,XB,0
TMNT,Action,2007,Ubisoft,0.36,60,5.9,Ubisoft,E10+,Wii,10
Watch Dogs 2,Action,2016,Ubisoft,0.36,83,7.7,Ubisoft,M,XOne,17
ESPN: Sports Connection,Sports,2012,Ubisoft,0.36,31,2.7,Ubisoft,E,WiiU,0
Suikoden V,Role-Playing,2006,Konami Digital Entertainment,0.35,76,7.6,Konami,T,PS2,13
Tiger Woods PGA Tour 14,Sports,2013,Electronic Arts,0.35,77,6.2,EA,E,X360,0
Batman: Rise of Sin Tzu,Action,2003,Ubisoft,0.35,63,8.3,Ubisoft,T,PS2,13
Assassin's Creed III,Action,2012,Ubisoft,0.35,85,7.1,Ubisoft,M,WiiU,17
Toukiden: The Age of Demons,Action,2013,Tecmo Koei,0.35,71,8,Omega Force,T,PSV,13
Need for Speed Carbon,Racing,2006,Electronic Arts,0.35,75,7.8,EA,E10+,GC,10
EA Sports MMA,Fighting,2010,Electronic Arts,0.35,79,7,EA,T,X360,13
Tom Clancy's Rainbow Six: Lockdown,Shooter,2005,Ubisoft,0.35,70,6.9,Ubisoft,M,PS2,17
LEGO Marvel's Avengers,Action,2016,Warner Bros. Interactive Entertainment,0.35,71,5.1,TT Games,E10+,XOne,10
Mirror's Edge Catalyst,Platform,2016,Electronic Arts,0.35,69,4.7,EA,T,PS4,13
NFL Street,Sports,2004,Electronic Arts,0.35,81,8,EA,E,GC,0
MLB 06: The Show,Sports,2006,Sony Computer Entertainment,0.35,83,8.5,EA,E,PSP,0
Tiger Woods PGA Tour 12: The Masters,Sports,2011,Electronic Arts,0.34,85,6.7,EA,E,Wii,0
Def Jam Icon,Action,2007,Electronic Arts,0.34,69,6.3,EA,M,X360,17
Dynasty Warriors 5 Empires,Action,2006,Tecmo Koei,0.34,62,9.1,Omega Force,T,PS2,13
WWE '12,Fighting,2011,Other,0.34,74,5.2,Yuke's,T,Wii,13
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,2004,Other,0.34,65,8.6,Capcom,E10+,PS2,10
WWE Day of Reckoning 2,Fighting,2005,Other,0.34,76,6,Yuke's,T,GC,13
The Urbz: Sims in the City,Simulation,2004,Electronic Arts,0.34,70,6.5,Maxis,T,XB,13
Rayman Legends,Platform,2014,Ubisoft,0.34,91,7.9,Ubisoft,E10+,XOne,10
Monopoly,Misc,2008,Electronic Arts,0.34,54,6.7,EA,E,PS3,0
SimCity Creator,Simulation,2008,Electronic Arts,0.34,69,7.3,EA,E,DS,0
MVP 06 NCAA Baseball,Sports,2006,Electronic Arts,0.34,75,8.6,EA,E,XB,0
Tom Clancy's Ghost Recon: Shadow Wars,Strategy,2011,Ubisoft,0.34,77,7.9,Ubisoft,T,3DS,13
Teenage Mutant Ninja Turtles,Action,2003,Konami Digital Entertainment,0.34,57,8,Konami,E,GC,0
Dynasty Warriors 6 Empires,Action,2009,Tecmo Koei,0.34,62,7,Omega Force,T,PS3,13
Dynasty Warriors: Gundam 2,Action,2008,Other,0.34,52,6.5,Omega Force,T,PS2,13
Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,2006,Ubisoft,0.33,66,6,Ubisoft,T,XB,13
NHL 09,Sports,2008,Electronic Arts,0.33,88,7.7,EA,E10+,PS3,10
NHL 17,Sports,2016,Electronic Arts,0.33,78,5.8,EA,E10+,PS4,10
NCAA Basketball 10,Sports,2009,Electronic Arts,0.33,75,7.8,EA,E,PS3,0
Harry Potter and the Deathly Hallows - Part 2,Action,2011,Electronic Arts,0.33,44,5.4,EA,T,X360,13
WWE Wrestlemania XIX,Fighting,2003,Other,0.33,76,8.7,Yuke's,T,GC,13
The Sims 2,Simulation,2005,Electronic Arts,0.33,73,8.3,Maxis,T,GC,13
Klonoa 2: Lunatea's Veil,Platform,2001,Sony Computer Entertainment,0.33,91,9.1,Namco,E,PS2,0
LEGO Batman 2: DC Super Heroes,Action,2012,Warner Bros. Interactive Entertainment,0.33,62,6.7,TT Games,E10+,PSV,10
Street Fighter Alpha 3 MAX,Fighting,2006,Capcom,0.33,80,8,Capcom,T,PSP,13
MLB 09: The Show,Sports,2009,Sony Computer Entertainment,0.33,79,7.5,EA,E,PS2,0
Classic NES Series: Castlevania,Platform,2004,Nintendo,0.33,74,8.6,Konami,E,GBA,0
Fight Night Round 3,Fighting,2006,Electronic Arts,0.33,83,9,EA,T,XB,13
Naruto: Rise of a Ninja,Action,2007,Ubisoft,0.33,78,8.6,Ubisoft,T,X360,13
Harry Potter and the Deathly Hallows - Part 2,Action,2011,Electronic Arts,0.33,47,6.6,EA,T,Wii,13
MLB 08: The Show,Sports,2008,Sony Computer Entertainment,0.33,83,8.4,EA,E,PSP,0
MVP Baseball 2005,Sports,2005,Electronic Arts,0.33,88,8.7,EA,E,GC,0
SSX Blur,Sports,2007,Electronic Arts,0.33,74,8.1,EA,E,Wii,0
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.33,66,7.1,EA,E10+,PS3,10
Elebits,Action,2006,Konami Digital Entertainment,0.32,75,7.4,Konami,E,Wii,0
Just Dance 2016,Misc,2015,Ubisoft,0.32,66,6.1,Ubisoft,E10+,XOne,10
NBA Street V3,Sports,2005,Electronic Arts,0.32,89,8.9,EA,E,XB,0
Silent Hill: Downpour,Action,2012,Konami Digital Entertainment,0.32,68,7.3,Konami,M,X360,17
Dance Dance Revolution Universe,Simulation,2007,Konami Digital Entertainment,0.32,74,8.8,Konami,E10+,X360,10
Tony Hawk's American Wasteland,Sports,2005,Activision,0.32,75,7.2,Neversoft Entertainment,T,X360,13
Prince of Persia: The Sands of Time,Action,2003,Ubisoft,0.32,92,8.4,Ubisoft,T,GC,13
Harry Potter and the Deathly Hallows - Part 2,Action,2011,Electronic Arts,0.32,43,5.7,EA,T,PS3,13
FIFA Street 3,Sports,2008,Electronic Arts,0.32,63,6.9,EA,E,PS3,0
FIFA 2001 Major League Soccer,Sports,2000,Electronic Arts,0.32,85,7.8,EA,E,PS,0
Operation Flashpoint: Red River,Shooter,2011,Codemasters,0.32,67,6.3,Codemasters,M,PS3,17
DiRT 2,Racing,2009,Sony Computer Entertainment,0.32,55,5.7,Codemasters,E10+,PSP,10
Frogger's Adventures: The Rescue,Platform,2003,Konami Digital Entertainment,0.32,59,8.5,Konami,E,PS2,0
Army of Two: The 40th Day,Shooter,2010,Electronic Arts,0.32,49,6,EA,M,PSP,17
Shaun White Snowboarding,Sports,2008,Ubisoft,0.32,70,7.5,Ubisoft,E10+,PSP,10
NBA 2K3,Sports,2002,Other,0.32,87,7.9,Visual Concepts,E,XB,0
FIFA Street 3,Sports,2008,Electronic Arts,0.32,63,6.9,EA,E,X360,0
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.32,58,8.7,EA,T,PSP,13
Dynasty Warriors 4 Empires,Action,2004,Tecmo Koei,0.32,71,8.8,Omega Force,T,PS2,13
F1 Race Stars,Racing,2012,Codemasters,0.32,61,5.6,Codemasters,E,PS3,0
MLB 07: The Show,Sports,2007,Sony Computer Entertainment,0.31,77,7.5,EA,E,PS3,0
Crash Nitro Kart,Racing,2003,Other,0.31,70,8.9,Vicarious Visions,E,XB,0
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.31,64,6.8,EA,E10+,X360,10
FIFA Street,Sports,2005,Electronic Arts,0.31,59,7.9,EA,E,PS2,0
LEGO Legends of Chima: Laval's Journey,Adventure,2013,Warner Bros. Interactive Entertainment,0.31,65,3.6,TT Games,E10+,3DS,10
Skylanders: SuperChargers,Action,2015,Activision,0.31,81,3.3,Vicarious Visions,E10+,PS4,10
Mega Man Maverick Hunter X,Platform,2005,Capcom,0.31,79,8.3,Capcom,E10+,PSP,10
Mega Man Battle Network 2,Action,2002,Ubisoft,0.31,81,9,Capcom,E,GBA,0
SimAnimals,Simulation,2009,Electronic Arts,0.31,58,2.1,EA,E,Wii,0
Tiger Woods PGA Tour 06,Sports,2005,Electronic Arts,0.31,71,7.4,EA,E,X360,0
NASCAR Thunder 2003,Racing,2002,Electronic Arts,0.31,85,6.6,EA,E,GC,0
Pro Evolution Soccer 2013,Sports,2012,Konami Digital Entertainment,0.31,82,6.9,Konami,E,X360,0
NBA Live 08,Sports,2007,Electronic Arts,0.31,73,6.2,EA,E,PSP,0
Star Wars Episode III: Revenge of the Sith,Action,2005,Ubisoft,0.3,73,7.8,Ubisoft,E10+,DS,10
Ultimate Spider-Man,Action,2005,Activision,0.3,62,7.3,Vicarious Visions,E10+,GBA,10
Chaos Legion,Action,2003,Capcom,0.3,65,8.2,Capcom,T,PS2,13
Tom Clancy's Splinter Cell 3D,Action,2011,Ubisoft,0.3,53,5.5,Ubisoft,T,3DS,13
F1 2013,Racing,2013,Codemasters,0.3,79,6.6,Codemasters,E,X360,0
PowerUp Heroes,Fighting,2011,Ubisoft,0.3,61,7.5,Ubisoft,E10+,X360,10
Rayman 2: Revolution,Platform,2000,Ubisoft,0.3,90,8.2,Ubisoft,E,PS2,0
Madden NFL 13,Sports,2012,Electronic Arts,0.3,63,7.3,EA,E,PSV,0
Stranglehold,Shooter,2007,Midway Games,0.3,77,7.9,Midway,M,PS3,17
Resident Evil Archives: Resident Evil,Action,2008,Capcom,0.3,76,8.9,Capcom,M,Wii,17
Dynasty Warriors 6,Action,2007,Tecmo Koei,0.3,60,7.4,Omega Force,T,X360,13
Dance Dance Revolution Universe 3,Simulation,2008,Konami Digital Entertainment,0.3,65,7.7,Konami,E,X360,0
The Sims 2: Pets,Simulation,2006,Electronic Arts,0.3,68,8,Maxis,T,PS2,13
Teenage Mutant Ninja Turtles,Action,2003,Konami Digital Entertainment,0.3,56,8.4,Konami,E,XB,0
Lego Star Wars: The Force Awakens,Action,2016,Warner Bros. Interactive Entertainment,0.3,76,7,TT Games,E10+,XOne,10
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.29,68,6.8,EA,E10+,X360,10
Shaun White Snowboarding: World Stage,Sports,2009,Ubisoft,0.29,72,8.7,Ubisoft,E,Wii,0
The Sims 2,Simulation,2004,Electronic Arts,0.29,90,8.8,Maxis,T,PC,13
MySims SkyHeroes,Action,2010,Electronic Arts,0.29,67,5.2,EA,E10+,Wii,10
NBA Street V3,Sports,2005,Electronic Arts,0.29,88,8.4,EA,E,GC,0
WinBack: Covert Operations,Shooter,2000,Other,0.29,66,7.7,Omega Force,T,PS2,13
Modnation Racers: Road Trip,Racing,2012,Sony Computer Entertainment,0.29,62,6.4,EA,E,PSV,0
NBA Live 06,Sports,2005,Electronic Arts,0.29,64,5.6,EA,E,X360,0
Ultimate Marvel vs. Capcom 3,Fighting,2011,Capcom,0.29,80,7.7,Capcom,T,PSV,13
Dynasty Warriors: Strikeforce,Action,2009,Tecmo Koei,0.29,64,7.3,Omega Force,T,PS3,13
UEFA Euro 2016,Sports,2016,Konami Digital Entertainment,0.29,72,6.6,Konami,E,PS4,0
Prince of Persia: Rival Swords,Action,2007,Ubisoft,0.29,70,7.7,Ubisoft,T,Wii,13
The Lord of the Rings: The Third Age,Role-Playing,2004,Electronic Arts,0.29,74,7.8,EA,T,GC,13
X-Men Legends II: Rise of Apocalypse,Role-Playing,2005,Activision,0.29,84,8.2,Vicarious Visions,T,PSP,13
Madden NFL 08,Sports,2007,Electronic Arts,0.29,76,6,EA,E,XB,0
FIFA Soccer 13,Action,2012,Electronic Arts,0.29,68,3.7,EA,E,3DS,0
MLB Power Pros,Sports,2007,Konami Digital Entertainment,0.29,83,8.4,Konami,E,Wii,0
SimCity 4,Simulation,2003,Electronic Arts,0.29,84,8.7,Maxis,E,PC,0
Sengoku Basara: Samurai Heroes,Action,2010,Capcom,0.29,65,8.8,Capcom,T,Wii,13
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.29,76,8.6,Ubisoft,E,PS2,0
Warriors Orochi 2,Action,2008,Tecmo Koei,0.29,56,7.5,Omega Force,T,PSP,13
Psi-Ops: The Mindgate Conspiracy,Shooter,2004,Midway Games,0.29,84,8.9,Midway,M,PS2,17
NASCAR 08,Racing,2007,Electronic Arts,0.29,59,5.2,EA,E,X360,0
Assassin's Creed IV: Black Flag,Action,2013,Ubisoft,0.29,86,7.7,Ubisoft,M,WiiU,17
Tales of Phantasia,Role-Playing,2003,Nintendo,0.29,76,8.1,Namco,E10+,GBA,10
Monster 4x4: Masters of Metal,Racing,2003,Ubisoft,0.28,48,8.3,Ubisoft,E,PS2,0
FIFA 15,Sports,2014,Electronic Arts,0.28,82,4.2,EA,E,PC,0
R: Racing Evolution,Racing,2003,Other,0.28,66,6.2,Namco,T,PS2,13
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.28,58,7.5,EA,T,XB,13
LEGO The Lord of the Rings,Action,2012,Warner Bros. Interactive Entertainment,0.28,54,5.6,TT Games,E10+,PSV,10
Bladestorm: The Hundred Years' War,Action,2007,Tecmo Koei,0.28,58,7.9,Omega Force,T,PS3,13
Operation Flashpoint: Red River,Shooter,2011,Codemasters,0.28,69,6.1,Codemasters,M,X360,17
Surf's Up,Sports,2007,Ubisoft,0.28,56,7,Ubisoft,E,DS,0
MLB 07: The Show,Sports,2007,Sony Computer Entertainment,0.28,82,7.2,EA,E,PSP,0
Guitar Hero: Van Halen,Misc,2009,Activision,0.28,50,5.2,Neversoft Entertainment,T,Wii,13
NFL Blitz 20-02,Sports,2002,Midway Games,0.28,76,8.9,Midway,E,PS2,0
NCAA March Madness 2005,Sports,2004,Electronic Arts,0.28,80,7.8,EA,E,XB,0
NHL Hitz 20-03,Sports,2002,Midway Games,0.28,82,8.4,Midway,E,PS2,0
Monopoly Streets,Misc,2010,Electronic Arts,0.28,66,6.6,EA,E,X360,0
Trivial Pursuit,Misc,2009,Electronic Arts,0.28,66,7.1,EA,E,PS3,0
Guitar Hero: Van Halen,Misc,2009,Activision,0.27,59,4.7,Neversoft Entertainment,T,PS3,13
Over the Hedge,Platform,2006,Activision,0.27,71,6.4,Vicarious Visions,E,DS,0
GRID 2,Racing,2013,Codemasters,0.27,78,5.8,Codemasters,E,X360,0
Pro Race Driver,Racing,2002,Codemasters,0.27,81,8.5,Codemasters,T,PS2,13
Pac-Pix,Puzzle,2005,Other,0.27,71,7.1,Namco,E,DS,0
F1 Race Stars,Racing,2012,Codemasters,0.27,64,5.7,Codemasters,E,X360,0
NHL 07,Sports,2006,Electronic Arts,0.27,79,5.3,EA,E10+,X360,10
NASCAR 06: Total Team Control,Racing,2005,Electronic Arts,0.27,79,5.9,EA,E,XB,0
Rory McIlroy PGA Tour,Action,2015,Electronic Arts,0.27,60,4.3,EA,E,XOne,0
NHL 2002,Sports,2001,Electronic Arts,0.27,89,8.8,EA,E,XB,0
LEGO The Hobbit,Action,2014,Warner Bros. Interactive Entertainment,0.27,69,6.8,TT Games,E10+,XOne,10
Shadow of Rome,Action,2005,Capcom,0.27,75,8.3,Capcom,M,PS2,17
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.27,61,8,EA,E10+,PS2,10
NHL 2K11,Sports,2010,Take-Two Interactive,0.27,62,5.8,Visual Concepts,E10+,Wii,10
MotoGP,Racing,2000,Other,0.27,77,6,Namco,E,PS2,0
NBA Live 2004,Sports,2003,Electronic Arts,0.27,84,9,EA,E,GC,0
The Sims 2: Pets,Simulation,2006,Electronic Arts,0.27,66,7.3,Maxis,T,GC,13
Knockout Kings 2002,Sports,2002,Electronic Arts,0.27,78,7.9,EA,T,XB,13
MotionSports: Adrenaline,Sports,2011,Ubisoft,0.27,41,7.4,Ubisoft,E,X360,0
NBA 07,Sports,2006,Sony Computer Entertainment,0.27,63,6.3,EA,E,PS3,0
My Japanese Coach,Misc,2008,Ubisoft,0.27,59,6.7,Ubisoft,E,DS,0
Need for Speed: Most Wanted,Racing,2005,Electronic Arts,0.27,45,6.1,EA,E,DS,0
ESPN NBA Basketball,Sports,2003,Other,0.27,87,8.2,Visual Concepts,E,XB,0
All-Pro Football 2K8,Sports,2007,Take-Two Interactive,0.26,75,6.8,Visual Concepts,E10+,X360,10
Suikoden Tierkreis,Role-Playing,2008,Konami Digital Entertainment,0.26,76,7.4,Konami,E10+,DS,10
Superman Returns,Action,2006,Electronic Arts,0.26,51,6.2,EA,T,X360,13
The Adventures of Tintin: The Game,Action,2011,Ubisoft,0.26,59,5.7,Ubisoft,E10+,PS3,10
Dynasty Warriors 7: Xtreme Legends,Action,2011,Tecmo Koei,0.26,64,7.8,Omega Force,T,PS3,13
WWE 2K17,Sports,2016,Take-Two Interactive,0.26,68,5.5,Yuke's,T,XOne,13
MLB 09: The Show,Sports,2009,Sony Computer Entertainment,0.26,78,6.9,EA,E,PSP,0
Evolution Skateboarding,Sports,2002,Konami Digital Entertainment,0.26,44,6.7,Konami,T,PS2,13
Batman: Vengeance,Adventure,2001,Ubisoft,0.26,70,5.8,Ubisoft,T,GC,13
Crash Nitro Kart,Racing,2003,Other,0.26,66,7.4,Vicarious Visions,E,GC,0
Resident Evil: Revelations,Action,2013,Capcom,0.26,75,7.4,Capcom,M,X360,17
Tom Clancy's Splinter Cell: Double Agent,Action,2007,Ubisoft,0.26,78,6.5,Ubisoft,M,PS3,17
Resident Evil: Deadly Silence,Action,2006,Capcom,0.26,71,8.4,Capcom,M,DS,17
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.26,80,7.5,Ubisoft,T,X360,13
MVP Baseball 2004,Sports,2004,Electronic Arts,0.26,89,8.5,EA,E,GC,0
Super Street Fighter II: Turbo Revival,Fighting,2001,Ubisoft,0.25,84,7.4,Capcom,T,GBA,13
NASCAR 09,Racing,2008,Electronic Arts,0.25,69,7.8,EA,E,X360,0
NASCAR 09,Racing,2008,Electronic Arts,0.25,65,7.5,EA,E,PS3,0
Silent Hunter 5: Battle of the Atlantic,Simulation,2010,Ubisoft,0.25,62,3.5,Ubisoft,T,PC,13
NHL 08,Action,2007,Electronic Arts,0.25,86,6.9,EA,E10+,PS3,10
LEGO Star Wars III: The Clone Wars,Action,2011,Other,0.25,76,7.5,Traveller's Tales,E10+,PC,10
Medal of Honor European Assault,Shooter,2005,Electronic Arts,0.25,71,7.9,EA,T,GC,13
NHL 08,Action,2007,Electronic Arts,0.25,85,8.2,EA,E10+,X360,10
NHL 06,Sports,2005,Electronic Arts,0.25,79,8.4,EA,E10+,XB,10
Michael Jackson: The Experience,Misc,2010,Ubisoft,0.25,64,6.6,Ubisoft,E10+,DS,10
The Sims 2,Simulation,2005,Electronic Arts,0.25,75,7.1,Maxis,T,XB,13
Devil Kings,Action,2005,Capcom,0.25,64,7.4,Capcom,T,PS2,13
F1 2015,Racing,2015,Codemasters,0.25,64,5.3,Codemasters,E,XOne,0
Far Cry Instincts Predator,Shooter,2006,Ubisoft,0.24,78,6.2,Ubisoft,M,X360,17
Skylanders: SuperChargers,Action,2015,Activision,0.24,76,5.5,Vicarious Visions,E10+,XOne,10
Samurai Warriors 4,Action,2014,Tecmo Koei,0.24,76,8.1,Omega Force,T,PS4,13
Genma Onimusha,Action,2002,Capcom,0.24,83,8.6,Capcom,M,XB,17
NBA Live 10,Sports,2009,Electronic Arts,0.24,64,4.2,EA,E,PSP,0
Kill.Switch,Shooter,2003,Other,0.24,75,8,Namco,T,XB,13
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.24,81,8.3,Ubisoft,T,GC,13
Dynasty Warriors 7,Action,2011,Tecmo Koei,0.24,58,8,Omega Force,T,X360,13
NHL 17,Sports,2016,Electronic Arts,0.24,77,4,EA,E10+,XOne,10
Tony Hawk's American Sk8land,Sports,2005,Activision,0.24,64,5.4,Vicarious Visions,E,GBA,0
The Adventures of Tintin: The Game,Action,2011,Ubisoft,0.24,63,6.1,Ubisoft,E10+,X360,10
Resident Evil Archives: Resident Evil Zero,Action,2008,Capcom,0.24,62,8.2,Capcom,M,Wii,17
